0,3035.88,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,171.3884,INDEF,179.1032,INDEF,-83.58636,INDEF,INDEF,0,-8.705711,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,INDEF,1,0,INDEF,INDEF,INDEF,INDEF
6.209212,786.2544,1.472687,12.83859,9.078256,0.04095872,0.004334243,-37.5874,3.078858,171.433,0.01364484,179.1894,0.01377379,-157.6105,3.048094,0.01933941,1.578553,-7.238908,0.002035677,0.002031669,164587,167715.5,-13.04099,-13.06143,117,121,0.001873371,0.002157858,5.49E-04,0.002169005,0.001062282,0.002035436,-0.004124186,0.002047612,38,0,10,0,0.04638549,2
6.830134,686.7758,1.171723,10.73902,7.593635,0.03763331,0.003880511,-35.75463,3.004123,171.4288,0.0134309,179.182,0.01356406,-126.7899,2.57056,0.02027418,1.616618,-7.092037,0.001853838,0.001851056,182273.1,184968.6,-13.15181,-13.16774,141,145,5.14E-04,0.001924624,-0.002241543,0.00192958,0.001292031,0.001912749,-3.58E-04,0.001917055,42,0,10,0,0.07486123,2
7.513147,598.1951,1.199451,11.62911,8.223021,0.0335138,0.00442674,-37.10693,3.896929,171.3994,0.0169923,179.1889,0.01705421,-102.4658,2.320727,0.02264879,1.6556,-6.942107,0.002179254,0.002174851,205097.8,205097.8,-13.2799,-13.2799,177,177,-0.002552749,0.002148429,-0.003992109,0.002122314,4.63E-04,0.002088347,0.003252875,0.002062929,47,0,10,0,0.3713696,2
8.264462,523.4084,1.139804,11.51146,8.139832,0.03897782,0.004623099,-38.8722,3.472769,171.3676,0.01945449,179.1685,0.01957015,-84.44735,1.863887,0.02207159,1.695523,-6.797102,0.002367152,0.002361691,221529.2,228681.5,-13.36358,-13.39808,207,221,-0.004449029,0.002260022,-0.001649018,0.002253661,0.001363683,0.002055978,0.00631184,0.002056303,51,0,10,0,0.028859,2
9.090909,454.6619,0.870557,9.21311,6.514652,0.04158228,0.003956781,-35.75829,2.788686,171.331,0.01830341,179.1695,0.01848044,-68.06703,1.358015,0.01995115,1.736408,-6.644221,0.002080843,0.002076897,240222.6,247230.7,-13.45153,-13.48276,245,261,-0.002186679,0.002006035,2.61E-04,0.002002403,-0.001911805,0.001885755,0.00458985,0.001884586,56,0,10,0,0.02978828,2
10,392.4766,0.7963445,8.867717,6.270423,0.04017808,0.004257451,-42.37758,3.120665,171.3176,0.02178873,179.1934,0.02183599,-52.3403,1.300597,0.02484886,1.778279,-6.484534,0.002205201,0.00220084,263193.1,269994,-13.55069,-13.57839,299,317,-0.002111731,0.002144226,0.00296475,0.002129286,-0.00247651,0.002117077,-8.63E-04,0.002100868,62,0,20,0,0.003212256,2
11,343.7514,0.900153,10.42002,7.36807,0.05216494,0.005460791,-45.6395,3.067274,171.4108,0.03082056,179.2827,0.0307901,-41.53196,1.131264,0.02723839,1.82116,-6.340611,0.002846615,0.00283961,285873.7,291082.8,-13.64044,-13.66004,361,377,0.001471464,0.002727088,-0.005708619,0.002742556,-0.00270026,0.002531048,-0.007706324,0.002549262,67,0,10,0,0.03787562,2
12.1,300.2166,0.7799435,9.488421,6.709327,0.06139353,0.005171528,-46.25842,2.502654,171.4497,0.03242783,179.2067,0.032367,-33.94775,0.8960409,0.0263947,1.865075,-6.193587,0.002824233,0.002817084,307711.5,318074.2,-13.72036,-13.75632,429,465,0.002745531,0.002696226,-0.002372791,0.002682769,0.003107542,0.002589711,-0.005491019,0.002579815,74,0,10,0,0.03419282,2
13.31,258.6414,0.7045758,8.967786,6.341182,0.05869392,0.005514851,-41.39378,2.76997,171.3791,0.03771792,179.157,0.03794029,-26.23401,0.703072,0.02680002,1.910049,-6.031745,0.002961824,0.002953707,332471,341529.6,-13.80438,-13.83357,517,553,-0.001511567,0.002729262,-0.008215528,0.002741844,0.0082648,0.002571857,-6.84E-04,0.002566193,81,0,10,0,0.04535989,2
14.641,223.1684,0.5445115,7.264689,5.136911,0.05403288,0.005526103,-44.2421,2.996578,171.2646,0.04148925,179.2738,0.04154058,-18.4764,0.5420614,0.02933804,1.956107,-5.871582,0.00265223,0.002645969,362614.8,369108.2,-13.89861,-13.91788,643,673,0.003996569,0.002813219,-0.003768433,0.002827403,4.34E-04,0.002755534,-0.005149987,0.002773885,89,0,10,0,0.02008514,2
16.1051,197.0819,0.5409209,7.572893,5.354844,0.06075155,0.006174926,-45.58915,3.002771,171.2149,0.05136131,179.3085,0.05131121,-14.75667,0.4575155,0.03100399,2.003276,-5.736617,0.002983959,0.002976024,388545,395773.4,-13.9736,-13.99362,767,805,0.005682409,0.003149173,-0.005735677,0.003150689,0.00420854,0.002984332,-0.008778669,0.002995252,98,0,10,0,0.07194411,2
17.71561,172.9203,0.4816839,7.079278,5.005805,0.05902734,0.00721822,-35.93171,3.612685,171.1864,0.06551135,179.2518,0.06643897,-10.21383,0.3805533,0.03725864,2.051583,-5.594615,0.003028482,0.003020419,418582.3,427015.3,-14.05445,-14.07611,931,981,-4.83E-04,0.00379324,-0.002482384,0.00379255,0.0117877,0.003551658,-0.008216996,0.003536064,108,0,10,0,0.03725678,2
19.48717,154.5493,0.4225566,6.518886,4.609549,0.05443979,0.007037228,-35.93171,3.806708,171.2163,0.07008193,179.4795,0.07101072,-8.382895,0.3391514,0.04045755,2.101054,-5.472668,0.002972609,0.002964546,451239.3,461730.9,-14.13602,-14.16097,1131,1201,-0.00911884,0.003605841,-0.001560986,0.003588612,-0.004206547,0.00353666,0.005215582,0.003539997,119,0,10,0,0.07964081,2
21.43589,136.0526,0.4994308,8.11479,5.738023,0.03040892,0.01037509,-38.36383,9.879547,171.4368,0.1123312,179.4469,0.113051,-6.266518,0.5047513,0.08054733,2.151718,-5.334267,0.003992778,0.003978516,490147.9,496579.1,-14.22582,-14.23997,1401,1449,-0.01572759,0.005226151,0.006193693,0.005118304,0.0142024,0.005014766,0.006306633,0.00493155,132,0,10,0,0.2305439,2
23.57948,123.4705,0.4102788,6.962662,4.923346,0.04269313,0.00909605,-49.86197,6.19677,171.1731,0.1096566,179.0894,0.108932,-5.270663,0.4146906,0.07867902,2.203604,-5.228908,0.003613782,0.003601802,524290.2,534538.1,-14.29893,-14.31995,1665,1749,0.00989249,0.004669239,0.003214741,0.004640928,0.01009325,0.004591829,-0.001653048,0.004554088,144,0,10,0,0.01593841,2
25.93743,113.454,0.3702218,6.539421,4.624069,0.07511384,0.008705238,-66.96184,3.436761,171.0948,0.1198181,179.221,0.1147119,-4.345718,0.3687238,0.08484759,2.256741,-5.13705,0.003548898,0.003537093,559353.7,573696.9,-14.36922,-14.39671,1961,2093,0.00739761,0.004634501,-0.006089098,0.004640262,-0.01063635,0.004595174,-0.002607865,0.004530365,156,0,12,0,0.2784058,2
28.53117,105.089,0.3886554,7.124171,5.03755,0.1146535,0.008373258,-59.81906,2.215607,171.421,0.1300705,179.213,0.1241519,-4.122969,0.3564985,0.08646645,2.311159,-5.053893,0.004023094,0.004007825,592238.4,622069.7,-14.43124,-14.4846,2263,2561,0.00471519,0.004662814,0.006766288,0.004695544,0.001648114,0.004624199,-0.005691087,0.004662207,168,0,12,0,0.2627558,2
31.38428,90.44968,0.3847576,7.460727,5.27553,0.07856219,0.01001614,-61.77688,3.779474,171.3625,0.1664801,179.7332,0.1603666,-3.233019,0.2561927,0.07924258,2.36689,-4.891017,0.004628194,0.004608946,649757.9,670754.9,-14.53188,-14.56641,2851,3093,0.006732875,0.005372035,0.002838798,0.005384444,0.003013484,0.005192463,-0.01742249,0.005399717,188,0,10,0,0.1746356,2
34.52271,80.90166,0.2974876,6.03834,4.269751,0.09106668,0.008559765,-53.29984,2.814247,171.3918,0.1566666,179.907,0.1533563,-2.615817,0.2395141,0.0915638,2.423964,-4.769894,0.003999744,0.003985063,697554.4,722736.6,-14.60894,-14.64745,3413,3745,0.00803523,0.00468841,-0.003767506,0.004658225,-0.009338925,0.004631943,-0.00765182,0.004620692,206,0,10,0,0.1784528,2
37.97498,74.8855,0.3600912,7.536151,5.328864,0.1474516,0.00932049,-57.15229,1.951011,171.8111,0.1970866,180.3141,0.1873251,-2.478067,0.3455597,0.1394473,2.482415,-4.685994,0.005233273,0.005208484,732966.8,776905.9,-14.66271,-14.72592,3869,4509,0.02087652,0.005974543,-0.006253779,0.00531143,-0.006288962,0.005178091,0.01468335,0.005519398,219,0,10,0,0.1507247,2
41.77248,76.32908,1.448406,30.72534,21.72609,0.2527574,0.02101317,-44.70047,2.739441,169.4937,0.5152197,177.6975,0.5163956,-3.505327,0.4179797,0.1192413,2.542275,-4.706725,0.02080073,0.02040956,750330.4,837926.3,-14.68813,-14.80801,4097,5473,-0.01688521,0.01382342,-0.04259412,0.01461529,0.01507666,0.01350314,0.03883751,0.01419824,225,0,10,0,1.160804,2
45.94973,53.22111,0.314543,7.295771,5.158889,0.1244012,0.00863262,-55.91615,2.116539,170.702,0.2164039,178.2923,0.2083134,-1.977018,0.1412959,0.07146917,2.603579,-4.31521,0.006435997,0.006397878,859285.4,897849.5,-14.83534,-14.88301,5813,6613,-0.02568114,0.004964372,-0.008185377,0.004663742,0.00848846,0.004619185,0.003057156,0.004598917,269,0,13,0,0.2591778,2
50.54471,43.46291,0.2477162,6.047523,4.276245,0.1125603,0.009667725,-56.89459,2.602793,171.1793,0.2645271,179.7127,0.2548559,-1.281885,0.1146667,0.08945167,2.666361,-4.095297,0.006205675,0.006170673,921832.5,959098.6,-14.91163,-14.95466,7113,8029,0.006910992,0.005296782,-0.0210558,0.005602355,0.007532835,0.00528502,-8.37E-04,0.005258348,298,0,10,0,0.1255235,2
55.59918,37.13055,0.2318431,5.93808,4.198856,0.1125603,0.01243865,-57.5387,3.35086,171.4316,0.3747829,178.8192,0.3604894,-0.846974,0.09496217,0.1121193,2.730657,-3.924328,0.00680053,0.006758256,982697.2,1020531,-14.98105,-15.02207,8623,9721,-0.003030826,0.006978549,0.003104,0.006995439,0.004361962,0.006971663,-0.007190113,0.007017828,328,0,10,0,0.08506043,2
61.1591,32.26347,0.2337367,6.263097,4.428679,0.1219667,0.01420536,-61.10024,3.551998,170.563,0.476872,179.6261,0.4523116,-0.6719114,0.08250298,0.1227885,2.796503,-3.771778,0.007894506,0.007837356,1040895,1083690,-15.04352,-15.08726,10319,11761,0.01428378,0.008209912,-0.002998329,0.008043691,-0.01918518,0.00825289,-0.01612063,0.008168291,359,0,10,0,0.08273824,2
67.27502,27.44867,0.2115506,5.938507,4.199159,0.1219667,0.00971254,-61.10024,2.422976,170.563,0.3584684,179.6261,0.3396029,-0.8030864,0.06950969,0.08655319,2.863937,-3.596303,0.008400277,0.008335819,1105308,1147867,-15.10871,-15.14973,12501,14249,-0.005823017,0.005422163,-0.01979327,0.005685348,0.001330407,0.005367977,0.01153027,0.005481049,394,0,50,2,0.498616,2
74.00252,21.46107,0.2106773,6.20694,4.388969,0.1219667,0.01365143,-53.32164,3.410396,170.563,0.547877,179.6261,0.5324026,-0.5167046,0.06181928,0.1196414,2.932997,-3.329129,0.01071109,0.01060641,1168690,1210509,-15.16925,-15.20742,15107,17193,-0.01504616,0.007906782,0.006854243,0.007763781,-0.01782585,0.007913563,-0.01410608,0.007826482,434,0,50,2,0.5749536,2
81.40277,17.92868,0.1862217,5.751809,4.067143,0.1219667,0.01355745,-53.32164,3.384043,172.9085,0.5983467,181.373,0.5813109,-0.4207596,0.05083039,0.1208063,3.003722,-3.133871,0.01133623,0.01121929,1231925,1273600,-15.22646,-15.26258,18279,20841,0.02574776,0.008202654,0.001692984,0.007620079,-0.02076332,0.007928504,-0.007733047,0.007606493,477,0,50,2,0.2424652,2
89.54305,15.44984,0.1758223,5.675549,4.013219,0.135778,0.009582341,-55.60363,2.167799,174.0005,0.4721774,181.8182,0.4535041,-0.5021793,0.04369419,0.08700915,3.076153,-2.97231,0.01242667,0.01228619,1290037,1334209,-15.27651,-15.31306,21767,25193,0.00300988,0.005452962,0.02091741,0.005755271,-0.006218929,0.005449078,0.00990998,0.005503885,521,0,10,0,0.231206,2
98.49736,11.675,0.1639263,5.539642,3.917118,0.1398317,0.02094071,-43.50115,4.604927,173.7227,1.111743,182.0818,1.118517,-0.1938775,0.03870316,0.1996269,3.150331,-2.668142,0.01535273,0.01513845,1348943,1392462,-15.32498,-15.35946,26221,30525,0.03278213,0.01368338,-0.01784159,0.01257586,-0.002025572,0.01201771,-0.008353061,0.01217106,571,0,15,0,0.1899252,2
108.3471,8.269395,0.1544641,5.526274,3.907666,0.1077972,0.02204634,-42.99199,6.175956,174.3173,1.261461,179.572,1.269362,-0.1637077,0.019509,0.1191697,3.226297,-2.293684,0.02047215,0.02009343,1415080,1444814,-15.37695,-15.39953,32921,36905,-0.002769821,0.01228353,-0.01560504,0.01246591,-0.01622999,0.01240209,0.01350238,0.01240298,640,0,27,0,0.2065099,2
119.1818,6.528319,0.1445136,5.430326,3.839821,0.1025621,0.0243497,-42.99199,7.147501,174.3173,1.527795,179.572,1.536914,-0.1263976,0.00848906,0.06716157,3.304095,-2.037004,0.02430436,0.02377212,1467130,1492446,-15.41617,-15.43475,40059,44621,-0.01317661,0.01351893,-0.001137554,0.01354455,4.70E-04,0.0134894,0.002333593,0.01354522,706,0,50,2,0.3400877,2
131.1,6.583396,0.2131762,8.123105,5.743903,0.2121944,0.02210493,-54.38469,3.344576,181.9163,1.695983,182.9488,1.600283,-0.1641106,0.01948046,0.1187032,3.383769,-2.046125,0.03573891,0.0345999,1572055,1628133,-15.49117,-15.52922,42555,54013,-0.04561554,0.01476112,0.0578356,0.01538901,-0.03572115,0.01409226,0.06666523,0.01563564,726,0,37,0,0.2493046,2
144.21,3.780154,0.1588032,6.69615,4.734893,0.03046417,0.02920111,-54.38469,27.78862,170.2559,2.144219,182.7434,2.125861,-0.1035512,0.01397247,0.1349329,3.465364,-1.443774,0.04659724,0.04467943,1665064,1672842,-15.55358,-15.55864,63345,65333,0.02717439,0.01539993,-0.01143427,0.01508882,-0.0120626,0.01492448,0.05555068,0.01666812,889,0,10,0,0.3251928,2
158.631,2.908261,0.152841,6.662184,4.710876,0.08486533,0.0684412,-54.38469,24.06852,179.6027,5.738143,166.6783,5.611187,-0.03650463,0.01274306,0.3490807,3.548927,-1.159083,0.05861396,0.05561111,1691277,1708100,-15.57054,-15.58128,72333,79057,-0.07579,0.04561641,0.02436925,0.03823518,-0.1328095,0.05924922,0.03287332,0.03874775,950,0,25,0,0.2470114,2
174.4941,2.668689,0.139287,5.83012,4.122517,0.1451244,0.04542083,-71.28995,8.953683,156.9799,4.617059,172.4803,3.725609,-0.04543404,0.01082451,0.2382467,3.634504,-1.065745,0.05820024,0.05523858,1717291,1746269,-15.58711,-15.60528,80446,93664,-0.01506414,0.02491081,-0.06679451,0.02952194,0.002922029,0.02461467,0.05422712,0.02789022,876,132,29,0,0.245701,2
191.9435,1.875892,0.1275747,5.433544,3.842096,0.1451244,INDEF,-71.28995,INDEF,156.9799,INDEF,172.4803,INDEF,-0.02367616,0.009769954,0.4126495,3.722146,-0.6830197,0.07646894,0.0714357,1748238,1771306,-15.6065,-15.62073,94799,108014,0.06928992,0.04861853,-0.0337018,0.04199393,0.03530823,0.04142085,0.1052614,0.05899899,907,202,6,4,0.4022417,2
211.1379,1.421444,0.1374461,5.497842,3.887562,0.1451244,INDEF,-71.28995,INDEF,156.9799,INDEF,172.4803,INDEF,-0.01894093,INDEF,INDEF,3.8119,-0.3818242,0.1104136,0.1002143,1774236,1797604,-15.62253,-15.63673,109927,122786,0.0272234,0.05216089,0.1214347,0.1092732,0.1106118,0.1003659,0.02396881,0.0530245,800,420,1,4,1.768885,2
